RANKING,CD_GEOCODM,MUNICÍPIO,ESTADO,IDHM,RENDA,LONGEVIDADE,EDUCACAO
4802,260990,OURICURI,PE,0.572,0.578,0.773,0.419
3653,261000,PALMARES,PE,0.622,0.588,0.744,0.55
5209,261010,PALMEIRINA,PE,0.549,0.554,0.681,0.438
4869,261020,PANELAS,PE,0.569,0.546,0.778,0.433
5345,261030,PARANATAMA,PE,0.537,0.528,0.703,0.418
4167,261040,PARNAMIRIM,PE,0.599,0.556,0.776,0.499
4331,261050,PASSIRA,PE,0.592,0.559,0.763,0.487
3312,261060,PAUDALHO,PE,0.639,0.612,0.782,0.545
965,261070,PAULISTA,PE,0.732,0.673,0.83,0.703
4903,261080,PEDRA,PE,0.567,0.55,0.743,0.445
3902,261090,PESQUEIRA,PE,0.61,0.597,0.751,0.506
3631,261100,PETROLÂNDIA,PE,0.623,0.604,0.755,0.531
1995,261110,PETROLINA,PE,0.697,0.695,0.799,0.611
5408,261120,POÇÃO,PE,0.528,0.542,0.677,0.402
4198,261130,POMBOS,PE,0.598,0.584,0.79,0.463
4638,261140,PRIMAVERA,PE,0.58,0.572,0.767,0.444
5169,261150,QUIPAPÁ,PE,0.552,0.53,0.743,0.427
4695,261153,QUIXABA,PE,0.577,0.53,0.752,0.482
210,261160,RECIFE,PE,0.772,0.798,0.825,0.698
4841,261170,RIACHO DAS ALMAS,PE,0.57,0.586,0.757,0.418
4101,261180,RIBEIRÃO,PE,0.602,0.595,0.711,0.516
3847,261190,RIO FORMOSO,PE,0.613,0.562,0.809,0.506
4515,261200,SAIRÉ,PE,0.585,0.581,0.784,0.44
5366,261210,SALGADINHO,PE,0.534,0.516,0.73,0.405
2691,261220,SALGUEIRO,PE,0.669,0.645,0.799,0.58
5066,261230,SALOÁ,PE,0.559,0.559,0.744,0.421
4081,261240,SANHARÓ,PE,0.603,0.564,0.758,0.514
5209,261245,SANTA CRUZ,PE,0.549,0.522,0.722,0.438
3866,261247,SANTA CRUZ DA BAIXA VERDE,PE,0.612,0.557,0.786,0.523
3156,261250,SANTA CRUZ DO CAPIBARIBE,PE,0.648,0.667,0.806,0.506
5370,261255,SANTA FILOMENA,PE,0.533,0.496,0.752,0.406
4395,261260,SANTA MARIA DA BOA VISTA,PE,0.59,0.564,0.773,0.472
5225,261270,SANTA MARIA DO CAMBUCÁ,PE,0.548,0.571,0.735,0.393
4309,261280,SANTA TEREZINHA,PE,0.593,0.54,0.737,0.524
5395,261290,SÃO BENEDITO DO SUL,PE,0.53,0.499,0.736,0.406
4309,261300,SÃO BENTO DO UNA,PE,0.593,0.593,0.789,0.446
4372,261310,SÃO CAITANO,PE,0.591,0.583,0.756,0.469
4841,261320,SÃO JOÃO,PE,0.57,0.565,0.768,0.426
5345,261330,SÃO JOAQUIM DO MONTE,PE,0.537,0.549,0.741,0.381
3957,261340,SÃO JOSÉ DA COROA GRANDE,PE,0.608,0.585,0.736,0.522
3902,261350,SÃO JOSÉ DO BELMONTE,PE,0.61,0.569,0.769,0.52
3393,261360,SÃO JOSÉ DO EGITO,PE,0.635,0.602,0.769,0.554
3055,261370,SÃO LOURENÇO DA MATA,PE,0.653,0.614,0.793,0.571
5209,261380,SÃO VICENTE FERRER,PE,0.549,0.558,0.715,0.414
2870,261390,SERRA TALHADA,PE,0.661,0.632,0.8,0.571
4255,261400,SERRITA,PE,0.595,0.542,0.76,0.512
3847,261410,SERTÂNIA,PE,0.613,0.601,0.752,0.51
4215,261420,SIRINHAÉM,PE,0.597,0.568,0.763,0.492
4515,261440,SOLIDÃO,PE,0.585,0.547,0.755,0.485
3393,261450,SURUBIM,PE,0.635,0.617,0.756,0.548
4029,261460,TABIRA,PE,0.605,0.57,0.77,0.504
5146,261470,TACAIMBÓ,PE,0.554,0.536,0.748,0.423
4786,261480,TACARATU,PE,0.573,0.521,0.711,0.507
4309,261485,TAMANDARÉ,PE,0.593,0.583,0.745,0.479
3275,261500,TAQUARITINGA DO NORTE,PE,0.641,0.636,0.796,0.52
5268,261510,TEREZINHA,PE,0.545,0.536,0.711,0.425
4167,261520,TERRA NOVA,PE,0.599,0.545,0.741,0.533
3735,261530,TIMBAÚBA,PE,0.618,0.592,0.769,0.519
3735,261540,TORITAMA,PE,0.618,0.655,0.797,0.452
4029,261550,TRACUNHAÉM,PE,0.605,0.567,0.776,0.504
4255,261560,TRINDADE,PE,0.595,0.602,0.768,0.455
2663,261570,TRIUNFO,PE,0.67,0.624,0.817,0.591
5461,261580,TUPANATINGA,PE,0.519,0.494,0.747,0.379
3407,261590,TUPARETAMA,PE,0.634,0.612,0.749,0.557
4331,261600,VENTUROSA,PE,0.592,0.57,0.751,0.484
4029,261610,VERDEJANTE,PE,0.605,0.56,0.76,0.52
4984,261618,VERTENTE DO LÉRIO,PE,0.563,0.532,0.726,0.461
4590,261620,VERTENTES,PE,0.582,0.602,0.728,0.45
4029,261630,VICÊNCIA,PE,0.605,0.551,0.754,0.534
3291,261640,VITÓRIA DE SANTO ANTÃO,PE,0.64,0.629,0.768,0.543
5169,261650,XEXÉU,PE,0.552,0.549,0.703,0.436
5408,220005,ACAUÃ,PI,0.528,0.517,0.692,0.411
4167,220010,AGRICOLÂNDIA,PI,0.599,0.55,0.742,0.526
3312,220020,ÁGUA BRANCA,PI,0.639,0.6,0.763,0.569
5390,220025,ALAGOINHA DO PIAUÍ,PI,0.531,0.535,0.716,0.391
4515,220027,ALEGRETE DO PIAUÍ,PI,0.585,0.564,0.749,0.475
4515,220030,ALTO LONGÁ,PI,0.585,0.567,0.751,0.47
3820,220040,ALTOS,PI,0.614,0.59,0.767,0.512
4670,220045,ALVORADA DO GURGUÉIA,PI,0.578,0.52,0.749,0.496
4198,220050,AMARANTE,PI,0.598,0.574,0.75,0.497
3487,220060,ANGICAL DO PIAUÍ,PI,0.63,0.61,0.737,0.555
4284,220070,ANÍSIO DE ABREU,PI,0.594,0.534,0.768,0.512
3702,220080,ANTÔNIO ALMEIDA,PI,0.62,0.579,0.781,0.527
4562,220090,AROAZES,PI,0.583,0.563,0.752,0.468
5461,220095,AROEIRAS DO ITAIM,PI,0.519,0.502,0.738,0.378
5049,220100,ARRAIAL,PI,0.56,0.514,0.761,0.449
5534,220105,ASSUNÇÃO DO PIAUÍ,PI,0.499,0.462,0.706,0.382
5146,220110,AVELINO LOPES,PI,0.554,0.532,0.722,0.442
4965,220115,BAIXA GRANDE DO RIBEIRO,PI,0.564,0.537,0.751,0.446
4695,220117,BARRA D'ALCÂNTARA,PI,0.577,0.526,0.777,0.471
4255,220120,BARRAS,PI,0.595,0.558,0.779,0.485
5098,220130,BARREIRAS DO PIAUÍ,PI,0.557,0.56,0.73,0.423
3866,220140,BARRO DURO,PI,0.612,0.611,0.729,0.514
5268,220150,BATALHA,PI,0.545,0.54,0.755,0.398
4718,220155,BELA VISTA DO PIAUÍ,PI,0.576,0.52,0.709,0.519
5186,220157,BELÉM DO PIAUÍ,PI,0.551,0.537,0.696,0.448
5098,220160,BENEDITINOS,PI,0.557,0.561,0.78,0.394
3866,220170,BERTOLÍNIA,PI,0.612,0.596,0.758,0.507
5543,220173,BETÂNIA DO PIAUÍ,PI,0.489,0.486,0.702,0.342
4742,220177,BOA HORA,PI,0.575,0.534,0.772,0.46
3448,220180,BOCAINA,PI,0.632,0.614,0.773,0.532
2716,220190,BOM JESUS,PI,0.668,0.665,0.799,0.562
5382,220191,BOM PRINCÍPIO DO PIAUÍ,PI,0.532,0.526,0.77,0.372
5293,220192,BONFIM DO PIAUÍ,PI,0.542,0.542,0.707,0.415
5049,220194,BOQUEIRÃO DO PIAUÍ,PI,0.56,0.555,0.729,0.434
4695,220196,BRASILEIRA,PI,0.577,0.572,0.752,0.446
5481,220198,BREJO DO PIAUÍ,PI,0.515,0.531,0.725,0.354
4941,220200,BURITI DOS LOPES,PI,0.565,0.544,0.735,0.452
4764,220202,BURITI DOS MONTES,PI,0.574,0.527,0.78,0.46
4562,220205,CABECEIRAS DO PIAUÍ,PI,0.583,0.54,0.769,0.476
5002,220207,CAJAZEIRAS DO PIAUÍ,PI,0.562,0.525,0.752,0.449
5253,220208,CAJUEIRO DA PRAIA,PI,0.546,0.551,0.739,0.4
4444,220209,CALDEIRÃO GRANDE DO PIAUÍ,PI,0.588,0.561,0.744,0.486
5277,220210,CAMPINAS DO PIAUÍ,PI,0.544,0.524,0.776,0.397
5345,220211,CAMPO ALEGRE DO FIDALGO,PI,0.537,0.528,0.762,0.385
5049,220213,CAMPO GRANDE DO PIAUÍ,PI,0.56,0.545,0.721,0.446
5408,220217,CAMPO LARGO DO PIAUÍ,PI,0.528,0.479,0.766,0.401
2986,220220,CAMPO MAIOR,PI,0.656,0.629,0.793,0.566
4562,220225,CANAVIEIRA,PI,0.583,0.525,0.778,0.485
4718,220230,CANTO DO BURITI,PI,0.576,0.571,0.724,0.462
4562,220240,CAPITÃO DE CAMPOS,PI,0.583,0.552,0.773,0.465
5157,220245,CAPITÃO GERVÁSIO OLIVEIRA,PI,0.553,0.503,0.725,0.464
5169,220250,CARACOL,PI,0.552,0.533,0.771,0.409
5515,220253,CARAÚBAS DO PIAUÍ,PI,0.505,0.48,0.775,0.347
5306,220255,CARIDADE DO PIAUÍ,PI,0.541,0.52,0.715,0.426
4467,220260,CASTELO DO PIAUÍ,PI,0.587,0.566,0.754,0.473
5546,220265,CAXINGÓ,PI,0.488,0.498,0.708,0.329
5537,220270,COCAL,PI,0.497,0.516,0.712,0.334
5128,220271,COCAL DE TELHA,PI,0.555,0.55,0.78,0.399
5535,220272,COCAL DOS ALVES,PI,0.498,0.504,0.779,0.315
4941,220273,COIVARAS,PI,0.565,0.543,0.732,0.453
3519,220275,COLÔNIA DO GURGUÉIA,PI,0.628,0.578,0.778,0.55
4444,220277,COLÔNIA DO PIAUÍ,PI,0.588,0.57,0.772,0.462
4416,220280,CONCEIÇÃO DO CANINDÉ,PI,0.589,0.559,0.759,0.482
5253,220285,CORONEL JOSÉ DIAS,PI,0.546,0.518,0.725,0.433
3254,220290,CORRENTE,PI,0.642,0.62,0.789,0.54
4786,220300,CRISTALÂNDIA DO PIAUÍ,PI,0.573,0.521,0.77,0.469
4921,220310,CRISTINO CASTRO,PI,0.566,0.586,0.713,0.434
3984,220320,CURIMATÁ,PI,0.607,0.574,0.741,0.527
5293,220323,CURRAIS,PI,0.542,0.49,0.743,0.438
5416,220327,CURRAL NOVO DO PIAUÍ,PI,0.527,0.506,0.685,0.422
5128,220325,CURRALINHOS,PI,0.555,0.512,0.762,0.438
3735,220330,DEMERVAL LOBÃO,PI,0.618,0.588,0.781,0.515
5027,220335,DIRCEU ARCOVERDE,PI,0.561,0.563,0.718,0.436
4123,220340,DOM EXPEDITO LOPES,PI,0.601,0.583,0.762,0.488
5209,220345,DOM INOCÊNCIO,PI,0.549,0.498,0.756,0.439
5194,220342,DOMINGOS MOURÃO,PI,0.55,0.547,0.755,0.403
4638,220350,ELESBÃO VELOSO,PI,0.58,0.573,0.758,0.45
4255,220360,ELISEU MARTINS,PI,0.595,0.616,0.742,0.462
4029,220370,ESPERANTINA,PI,0.605,0.579,0.769,0.497
5225,220375,FARTURA DO PIAUÍ,PI,0.548,0.506,0.738,0.441
5244,220380,FLORES DO PIAUÍ,PI,0.547,0.525,0.704,0.443
5339,220385,FLORESTA DO PIAUÍ,PI,0.538,0.53,0.753,0.391
1904,220390,FLORIANO,PI,0.7,0.676,0.802,0.633
4965,220400,FRANCINÓPOLIS,PI,0.564,0.523,0.722,0.475
4695,220410,FRANCISCO AYRES,PI,0.577,0.565,0.756,0.45
5157,220415,FRANCISCO MACEDO,PI,0.553,0.567,0.701,0.425
3957,220420,FRANCISCO SANTOS,PI,0.608,0.598,0.754,0.498
3721,220430,FRONTEIRAS,PI,0.619,0.621,0.748,0.511
5027,220435,GEMINIANO,PI,0.561,0.524,0.755,0.446
5225,220440,GILBUÉS,PI,0.548,0.574,0.753,0.38
3115,220450,GUADALUPE,PI,0.65,0.639,0.794,0.542
5507,220455,GUARIBAS,PI,0.508,0.483,0.711,0.381
4167,220460,HUGO NAPOLEÃO,PI,0.599,0.528,0.776,0.524
4984,220465,ILHA GRANDE,PI,0.563,0.534,0.708,0.472
3607,220470,INHUMA,PI,0.624,0.562,0.772,0.56
3487,220480,IPIRANGA DO PIAUÍ,PI,0.63,0.56,0.765,0.583
4590,220490,ISAÍAS COELHO,PI,0.582,0.628,0.767,0.41
5306,220500,ITAINÓPOLIS,PI,0.541,0.545,0.725,0.401
4562,220510,ITAUEIRA,PI,0.583,0.594,0.727,0.46
5361,220515,JACOBINA DO PIAUÍ,PI,0.535,0.509,0.724,0.416
5439,220520,JAICÓS,PI,0.524,0.556,0.709,0.366
4309,220525,JARDIM DO MULATO,PI,0.593,0.532,0.711,0.55
4921,220527,JATOBÁ DO PIAUÍ,PI,0.566,0.525,0.78,0.442
4372,220530,JERUMENHA,PI,0.591,0.569,0.787,0.461
5027,220535,JOÃO COSTA,PI,0.561,0.51,0.752,0.46
5449,220540,JOAQUIM PIRES,PI,0.522,0.485,0.765,0.384
5518,220545,JOCA MARQUES,PI,0.504,0.501,0.726,0.353
3735,220550,JOSÉ DE FREITAS,PI,0.618,0.591,0.781,0.512
4841,220551,JUAZEIRO DO PIAUÍ,PI,0.57,0.522,0.753,0.47
4590,220552,JÚLIO BORGES,PI,0.582,0.5,0.777,0.508
5128,220553,JUREMA,PI,0.555,0.511,0.767,0.435
5194,220555,LAGOA ALEGRE,PI,0.55,0.538,0.728,0.425
5402,220557,LAGOA DE SÃO FRANCISCO,PI,0.529,0.499,0.743,0.4
5524,220556,LAGOA DO BARRO DO PIAUÍ,PI,0.502,0.474,0.744,0.358
4562,220558,LAGOA DO PIAUÍ,PI,0.583,0.548,0.778,0.464
5306,220559,LAGOA DO SÍTIO,PI,0.541,0.504,0.745,0.421
4215,220554,LAGOINHA DO PIAUÍ,PI,0.597,0.561,0.776,0.488
4540,220560,LANDRI SALES,PI,0.584,0.563,0.738,0.48
5306,220570,LUÍS CORREIA,PI,0.541,0.544,0.73,0.398
5268,220580,LUZILÂNDIA,PI,0.545,0.55,0.7,0.42
4984,220585,MADEIRO,PI,0.563,0.472,0.772,0.489
4786,220590,MANOEL EMÍDIO,PI,0.573,0.534,0.758,0.466
5002,220595,MARCOLÂNDIA,PI,0.562,0.578,0.7,0.438
4395,220600,MARCOS PARENTE,PI,0.59,0.58,0.717,0.494
5432,220605,MASSAPÊ DO PIAUÍ,PI,0.525,0.514,0.73,0.386
5002,220610,MATIAS OLÍMPIO,PI,0.562,0.521,0.779,0.438
5332,220620,MIGUEL ALVES,PI,0.539,0.533,0.742,0.396
3631,220630,MIGUEL LEÃO,PI,0.623,0.579,0.782,0.533
5507,220635,MILTON BRANDÃO,PI,0.508,0.476,0.772,0.357
3796,220640,MONSENHOR GIL,PI,0.615,0.568,0.781,0.524
5027,220650,MONSENHOR HIPÓLITO,PI,0.561,0.591,0.739,0.404
4670,220660,MONTE ALEGRE DO PIAUÍ,PI,0.578,0.531,0.768,0.474
5293,220665,MORRO CABEÇA NO TEMPO,PI,0.542,0.472,0.774,0.435
5194,220667,MORRO DO CHAPÉU DO PIAUÍ,PI,0.55,0.536,0.742,0.418
5395,220669,MURICI DOS PORTELAS,PI,0.53,0.489,0.777,0.391
4718,220670,NAZARÉ DO PIAUÍ,PI,0.576,0.531,0.707,0.51
4101,220672,NAZÁRIA,PI,0.602,0.546,0.78,0.512
4495,220675,NOSSA SENHORA DE NAZARÉ,PI,0.586,0.557,0.78,0.462
5370,220680,NOSSA SENHORA DOS REMÉDIOS,PI,0.533,0.503,0.732,0.411
5146,220795,NOVA SANTA RITA,PI,0.554,0.52,0.77,0.425
5002,220690,NOVO ORIENTE DO PIAUÍ,PI,0.562,0.547,0.775,0.418
5408,220695,NOVO SANTO ANTÔNIO,PI,0.528,0.536,0.702,0.392
3407,220700,OEIRAS,PI,0.634,0.619,0.753,0.547
4718,220710,OLHO D'ÁGUA DO PIAUÍ,PI,0.576,0.537,0.746,0.477
5306,220720,PADRE MARCOS,PI,0.541,0.531,0.699,0.427
4742,220730,PAES LANDIM,PI,0.575,0.537,0.721,0.492
5066,220735,PAJEÚ DO PIAUÍ,PI,0.559,0.56,0.732,0.427
5098,220740,PALMEIRA DO PIAUÍ,PI,0.557,0.57,0.704,0.431
5002,220750,PALMEIRAIS,PI,0.562,0.515,0.776,0.443
5502,220755,PAQUETÁ,PI,0.509,0.519,0.731,0.348
4742,220760,PARNAGUÁ,PI,0.575,0.526,0.777,0.464
2251,220770,PARNAÍBA,PI,0.687,0.658,0.816,0.604
5027,220775,PASSAGEM FRANCA DO PIAUÍ,PI,0.561,0.594,0.758,0.393
4984,220777,PATOS DO PIAUÍ,PI,0.563,0.529,0.755,0.448
5487,220779,PAU D'ARCO DO PIAUÍ,PI,0.514,0.488,0.742,0.376
4144,220780,PAULISTANA,PI,0.6,0.596,0.767,0.472
5426,220785,PAVUSSU,PI,0.526,0.512,0.748,0.379
4827,220790,PEDRO II,PI,0.571,0.566,0.767,0.428
5002,220793,PEDRO LAURENTINO,PI,0.562,0.479,0.746,0.496
1969,220800,PICOS,PI,0.698,0.684,0.8,0.621
4921,220810,PIMENTEIRAS,PI,0.566,0.553,0.774,0.423
4965,220820,PIO IX,PI,0.564,0.538,0.758,0.44
4238,220830,PIRACURUCA,PI,0.596,0.575,0.77,0.478
3393,220840,PIRIPIRI,PI,0.635,0.621,0.775,0.533
5209,220850,PORTO,PI,0.549,0.537,0.758,0.406
4984,220855,PORTO ALEGRE DO PIAUÍ,PI,0.563,0.539,0.732,0.452
4941,220860,PRATA DO PIAUÍ,PI,0.565,0.527,0.764,0.448
5481,220865,QUEIMADA NOVA,PI,0.515,0.49,0.758,0.368
4416,220870,REDENÇÃO DO GURGUÉIA,PI,0.589,0.557,0.766,0.478
4372,220880,REGENERAÇÃO,PI,0.591,0.582,0.714,0.498
5306,220885,RIACHO FRIO,PI,0.541,0.483,0.761,0.431
5458,220887,RIBEIRA DO PIAUÍ,PI,0.52,0.505,0.758,0.368
4123,220890,RIBEIRO GONÇALVES,PI,0.601,0.568,0.787,0.485
4802,220900,RIO GRANDE DO PIAUÍ,PI,0.572,0.552,0.767,0.442
4123,220910,SANTA CRUZ DO PIAUÍ,PI,0.601,0.57,0.72,0.53
4695,220915,SANTA CRUZ DOS MILAGRES,PI,0.577,0.524,0.719,0.509
5277,220920,SANTA FILOMENA,PI,0.544,0.53,0.789,0.385
4444,220930,SANTA LUZ,PI,0.588,0.539,0.768,0.49
4903,220937,SANTA ROSA DO PIAUÍ,PI,0.567,0.539,0.699,0.483
4764,220935,SANTANA DO PIAUÍ,PI,0.574,0.539,0.736,0.476
4540,220940,SANTO ANTÔNIO DE LISBOA,PI,0.584,0.597,0.704,0.473
3721,220945,SANTO ANTÔNIO DOS MILAGRES,PI,0.619,0.524,0.776,0.582
3847,220950,SANTO INÁCIO DO PIAUÍ,PI,0.613,0.543,0.776,0.546
4238,220955,SÃO BRAZ DO PIAUÍ,PI,0.596,0.533,0.771,0.514
3902,220960,SÃO FÉLIX DO PIAUÍ,PI,0.61,0.587,0.742,0.52
5549,220965,SÃO FRANCISCO DE ASSIS DO PIAUÍ,PI,0.485,0.462,0.734,0.336
4841,220970,SÃO FRANCISCO DO PIAUÍ,PI,0.57,0.557,0.744,0.448
5049,220975,SÃO GONÇALO DO GURGUÉIA,PI,0.56,0.572,0.701,0.438
3771,220980,SÃO GONÇALO DO PIAUÍ,PI,0.616,0.538,0.739,0.588
5066,220985,SÃO JOÃO DA CANABRAVA,PI,0.559,0.539,0.726,0.446
5481,220987,SÃO JOÃO DA FRONTEIRA,PI,0.515,0.516,0.753,0.351
4590,220990,SÃO JOÃO DA SERRA,PI,0.582,0.545,0.757,0.478
5066,220995,SÃO JOÃO DA VARJOTA,PI,0.559,0.536,0.708,0.46
5444,220997,SÃO JOÃO DO ARRAIAL,PI,0.523,0.496,0.72,0.401
3201,221000,SÃO JOÃO DO PIAUÍ,PI,0.645,0.615,0.769,0.567
4941,221005,SÃO JOSÉ DO DIVINO,PI,0.565,0.529,0.775,0.44
4786,221010,SÃO JOSÉ DO PEIXE,PI,0.573,0.548,0.766,0.449
5169,221020,SÃO JOSÉ DO PIAUÍ,PI,0.552,0.569,0.7,0.423
4284,221030,SÃO JULIÃO,PI,0.594,0.593,0.775,0.455
4255,221035,SÃO LOURENÇO DO PIAUÍ,PI,0.595,0.56,0.753,0.499
5146,221037,SÃO LUIS DO PIAUÍ,PI,0.554,0.52,0.757,0.433
4984,221038,SÃO MIGUEL DA BAIXA GRANDE,PI,0.563,0.557,0.774,0.413
5361,221039,SÃO MIGUEL DO FIDALGO,PI,0.535,0.505,0.747,0.407
5116,221040,SÃO MIGUEL DO TAPUIO,PI,0.556,0.508,0.78,0.434
4255,221050,SÃO PEDRO DO PIAUÍ,PI,0.595,0.553,0.776,0.492
2870,221060,SÃO RAIMUNDO NONATO,PI,0.661,0.631,0.779,0.587
5354,221062,SEBASTIÃO BARROS,PI,0.536,0.508,0.77,0.394
5002,221063,SEBASTIÃO LEAL,PI,0.562,0.516,0.736,0.467
4614,221065,SIGEFREDO PACHECO,PI,0.581,0.518,0.764,0.496
4742,221070,SIMÕES,PI,0.575,0.56,0.771,0.44
3534,221080,SIMPLÍCIO MENDES,PI,0.627,0.613,0.767,0.525
5027,221090,SOCORRO DO PIAUÍ,PI,0.561,0.513,0.739,0.465
4495,221093,SUSSUAPARA,PI,0.586,0.563,0.749,0.476
5529,221095,TAMBORIL DO PIAUÍ,PI,0.501,0.509,0.685,0.36
4654,221097,TANQUE DO PIAUÍ,PI,0.579,0.553,0.704,0.499
526,221100,TERESINA,PI,0.751,0.731,0.82,0.707
4695,221110,UNIÃO,PI,0.577,0.542,0.781,0.453
3469,221120,URUÇUÍ,PI,0.631,0.614,0.794,0.516
3172,221130,VALENÇA DO PIAUÍ,PI,0.647,0.62,0.773,0.566
5157,221135,VÁRZEA BRANCA,PI,0.553,0.518,0.743,0.44
4827,221140,VÁRZEA GRANDE,PI,0.571,0.554,0.708,0.474
5520,221150,VERA MENDES,PI,0.503,0.494,0.685,0.375
4941,221160,VILA NOVA DO PIAUÍ,PI,0.565,0.559,0.685,0.471
5277,221170,WALL FERRAZ,PI,0.544,0.513,0.708,0.443
2251,410010,ABATIÁ,PR,0.687,0.676,0.804,0.596
2738,410020,ADRIANÓPOLIS,PR,0.667,0.644,0.817,0.563
2898,410030,AGUDOS DO SUL,PR,0.66,0.671,0.79,0.543
1934,410040,ALMIRANTE TAMANDARÉ,PR,0.699,0.706,0.84,0.575
2738,410045,ALTAMIRA DO PARANÁ,PR,0.667,0.667,0.78,0.571
2481,412862,ALTO PARAÍSO,PR,0.678,0.677,0.829,0.556
2028,410060,ALTO PARANÁ,PR,0.696,0.679,0.846,0.587
2524,410070,ALTO PIQUIRI,PR,0.676,0.669,0.798,0.578
1266,410050,ALTÔNIA,PR,0.721,0.69,0.848,0.641
1665,410080,ALVORADA DO SUL,PR,0.708,0.695,0.826,0.617
2691,410090,AMAPORÃ,PR,0.669,0.644,0.785,0.591
1638,410100,AMPÉRE,PR,0.709,0.699,0.824,0.62
2059,410105,ANAHY,PR,0.695,0.671,0.844,0.593
1154,410110,ANDIRÁ,PR,0.725,0.69,0.838,0.66
1266,410115,ÂNGULO,PR,0.721,0.705,0.827,0.644
2251,410120,ANTONINA,PR,0.687,0.686,0.838,0.564
2986,410130,ANTÔNIO OLINTO,PR,0.656,0.626,0.825,0.547
583,410140,APUCARANA,PR,0.748,0.741,0.845,0.668
583,410150,ARAPONGAS,PR,0.748,0.751,0.834,0.669
1217,410160,ARAPOTI,PR,0.723,0.715,0.823,0.643
2524,410165,ARAPUÃ,PR,0.676,0.638,0.828,0.584
1776,410170,ARARUNA,PR,0.704,0.685,0.785,0.648
764,410180,ARAUCÁRIA,PR,0.74,0.743,0.852,0.639
2663,410185,ARIRANHA DO IVAÍ,PR,0.67,0.637,0.794,0.594
1081,410190,ASSAÍ,PR,0.728,0.724,0.833,0.641
1052,410200,ASSIS CHATEAUBRIAND,PR,0.729,0.713,0.857,0.633
599,410210,ASTORGA,PR,0.747,0.754,0.818,0.675
876,410220,ATALAIA,PR,0.736,0.707,0.854,0.66
2028,410230,BALSA NOVA,PR,0.696,0.707,0.823,0.579
1107,410240,BANDEIRANTES,PR,0.727,0.714,0.819,0.658
2028,410250,BARBOSA FERRAZ,PR,0.696,0.667,0.808,0.625
667,410270,BARRA DO JACARÉ,PR,0.744,0.678,0.813,0.747
1720,410260,BARRACÃO,PR,0.706,0.716,0.833,0.59
2412,410275,BELA VISTA DA CAROBA,PR,0.681,0.667,0.828,0.572
1427,410280,BELA VISTA DO PARAÍSO,PR,0.716,0.721,0.844,0.604
2738,410290,BITURUNA,PR,0.667,0.645,0.829,0.556
1301,410300,BOA ESPERANÇA,PR,0.72,0.687,0.808,0.673
1904,410302,BOA ESPERANÇA DO IGUAÇU,PR,0.7,0.673,0.848,0.602
3008,410304,BOA VENTURA DE SÃO ROQUE,PR,0.655,0.635,0.802,0.553
2663,410305,BOA VISTA DA APARECIDA,PR,0.67,0.668,0.801,0.563
3291,410310,BOCAIÚVA DO SUL,PR,0.64,0.679,0.816,0.473
1995,410315,BOM JESUS DO SUL,PR,0.697,0.64,0.805,0.656
2282,410320,BOM SUCESSO,PR,0.686,0.692,0.82,0.57
719,410322,BOM SUCESSO DO SUL,PR,0.742,0.704,0.836,0.695
1398,410330,BORRAZÓPOLIS,PR,0.717,0.695,0.838,0.633
1866,410335,BRAGANEY,PR,0.701,0.689,0.797,0.627
2412,410337,BRASILÂNDIA DO SUL,PR,0.681,0.68,0.813,0.572
2105,410340,CAFEARA,PR,0.693,0.683,0.811,0.602
583,410345,CAFELÂNDIA,PR,0.748,0.723,0.835,0.692
2134,410347,CAFEZAL DO SUL,PR,0.692,0.686,0.792,0.611
1244,410350,CALIFÓRNIA,PR,0.722,0.718,0.821,0.638
1266,410360,CAMBARÁ,PR,0.721,0.711,0.818,0.645
920,410370,CAMBÉ,PR,0.734,0.724,0.84,0.651
1154,410380,CAMBIRA,PR,0.725,0.702,0.835,0.651
1776,410390,CAMPINA DA LAGOA,PR,0.704,0.677,0.829,0.623
3487,410395,CAMPINA DO SIMÃO,PR,0.63,0.598,0.792,0.527
1362,410400,CAMPINA GRANDE DO SUL,PR,0.718,0.712,0.86,0.605
2412,410405,CAMPO BONITO,PR,0.681,0.69,0.813,0.562
2282,410410,CAMPO DO TENENTE,PR,0.686,0.661,0.806,0.606
648,410420,CAMPO LARGO,PR,0.745,0.73,0.854,0.664
1866,410425,CAMPO MAGRO,PR,0.701,0.685,0.828,0.607
420,410430,CAMPO MOURÃO,PR,0.757,0.749,0.841,0.689
3501,410440,CÂNDIDO DE ABREU,PR,0.629,0.643,0.783,0.494
3393,410442,CANDÓI,PR,0.635,0.655,0.778,0.503
3393,410445,CANTAGALO,PR,0.635,0.638,0.768,0.522
1720,410450,CAPANEMA,PR,0.706,0.719,0.801,0.611
1427,410460,CAPITÃO LEÔNIDAS MARQUES,PR,0.716,0.712,0.829,0.623
1081,410465,CARAMBEÍ,PR,0.728,0.721,0.836,0.64
1514,410470,CARLÓPOLIS,PR,0.713,0.696,0.832,0.625
113,410480,CASCAVEL,PR,0.782,0.776,0.846,0.728
1811,410490,CASTRO,PR,0.703,0.704,0.823,0.6
2481,410500,CATANDUVAS,PR,0.678,0.677,0.805,0.573
2716,410510,CENTENÁRIO DO SUL,PR,0.668,0.686,0.791,0.549
4786,410520,CERRO AZUL,PR,0.573,0.604,0.797,0.391
965,410530,CÉU AZUL,PR,0.732,0.732,0.812,0.659
